branch,address,latitude,longitude,district,forecast_day,hour,temperature,content,wind,humidity,uv_index,scraped_at
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,hôm nay,22,27°,Có mây,TN 15 km/h,88%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,hôm nay,23,26°,Có mây,TN 15 km/h,89%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,00,26°,Có mây,TN 15 km/h,90%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,01,26°,Mưa dông,TN 15 km/h,90%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,02,26°,Mưa dông,TN 13 km/h,91%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,03,26°,Có mây,NTN 13 km/h,92%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,04,25°,Có mây,NTN 13 km/h,96%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,05,26°,Có mây,NTN 11 km/h,92%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,06,26°,Có mây,NTN 11 km/h,92%,0.1 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,07,27°,Có mây,TN 13 km/h,91%,0.6 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,08,28°,Có mây,TN 15 km/h,85%,0.6 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,09,29°,Có mây,TN 17 km/h,80%,1.1 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,10,30°,Có mây,TN 19 km/h,75%,1.8 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,11,28°,Mưa,TTN 19 km/h,88%,1.8 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,12,28°,Mưa,TTN 19 km/h,89%,2.1 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,13,29°,Có mây,TTN 20 km/h,76%,5.1 (Trung bình),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,14,30°,Mưa,TTN 20 km/h,74%,1.5 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,15,31°,Mưa,TTN 20 km/h,68%,0.9 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,16,30°,Có mây,TTN 20 km/h,71%,1.1 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,17,29°,Mưa,TTN 19 km/h,81%,0.3 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,18,27°,Mưa,TTN 15 km/h,82%,0.0 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,19,27°,Có mây,TTN 13 km/h,84%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,20,27°,Có mây,TTN 13 km/h,84%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,21,27°,Có mây,TTN 13 km/h,85%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,22,27°,Có mây,TTN 13 km/h,86%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,ngày mai,23,26°,Có mây,TTN 11 km/h,88%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,00,26°,Có mây,TTN 11 km/h,90%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,01,26°,Có mây,TTN 11 km/h,90%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,02,26°,Có mây,TTN 11 km/h,92%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,03,26°,Có mây,TTN 11 km/h,93%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,04,25°,Có mây,TTN 9 km/h,98%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,05,25°,Có mây,TTN 9 km/h,95%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,06,26°,Có mây,T 9 km/h,95%,0.1 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,07,26°,Có mây,T 11 km/h,92%,0.5 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,08,27°,Mưa dông,T 13 km/h,85%,0.7 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,09,29°,Mưa dông,T 15 km/h,79%,0.9 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,10,29°,Có mây,TTN 17 km/h,74%,1.8 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,11,30°,Có mây,TTN 19 km/h,71%,2.7 (Trung bình),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,12,31°,Có mây,T 20 km/h,66%,3.1 (Trung bình),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,13,30°,Mưa,T 22 km/h,77%,2.2 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,14,29°,Mưa rào,T 22 km/h,75%,1.7 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,15,28°,Mưa,T 22 km/h,86%,0.9 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,16,29°,Có mây,T 20 km/h,74%,1.0 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,17,29°,Có mây,T 19 km/h,77%,0.5 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,18,28°,Mưa,T 15 km/h,86%,0.0 (Thấp),2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,19,27°,Có mây,T 13 km/h,86%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,20,27°,Mưa rào,T 13 km/h,86%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,21,27°,Có mây,T 13 km/h,86%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,22,27°,Có mây,T 13 km/h,88%,,2025-08-25 13:55:45.087663
NGUYỄN TRI PHƯƠNG,465 NGUYỄN TRI PHƯƠNG PHƯỜNG 4 Quận 10,10.764613,106.667717,Quận 10,2 ngày tới,23,26°,Có mây,T 11 km/h,90%,,2025-08-25 13:55:45.087663
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,hôm nay,14,30°,Mưa rào,TTN 28 km/h,76%,3.9 (Trung bình),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,hôm nay,15,30°,Có mây,TTN 28 km/h,73%,2.3 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,hôm nay,16,29°,Có mây,TTN 26 km/h,73%,0.6 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,hôm nay,17,29°,Mưa,TTN 22 km/h,75%,0.3 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,hôm nay,18,28°,Mưa,TN 20 km/h,80%,0.0 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,hôm nay,19,27°,Có mây,TN 17 km/h,83%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,hôm nay,20,27°,Có mây,TN 17 km/h,86%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,hôm nay,21,27°,Có mây,TN 17 km/h,87%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,hôm nay,22,27°,Có mây,TN 15 km/h,88%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,hôm nay,23,26°,Có mây,TN 15 km/h,89%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,00,26°,Có mây,TN 15 km/h,90%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,01,26°,Mưa dông,TN 15 km/h,90%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,02,26°,Mưa dông,TN 13 km/h,91%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,03,26°,Có mây,NTN 13 km/h,92%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,04,25°,Có mây,NTN 13 km/h,96%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,05,26°,Có mây,NTN 11 km/h,92%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,06,26°,Có mây,NTN 11 km/h,92%,0.1 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,07,27°,Có mây,TN 13 km/h,91%,0.6 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,08,28°,Có mây,TN 15 km/h,85%,0.6 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,09,29°,Có mây,TN 17 km/h,80%,1.1 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,10,30°,Có mây,TN 19 km/h,75%,1.8 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,11,28°,Mưa,TTN 19 km/h,88%,1.8 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,12,28°,Mưa,TTN 19 km/h,89%,2.1 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,13,29°,Có mây,TTN 20 km/h,76%,5.1 (Trung bình),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,14,30°,Mưa,TTN 20 km/h,74%,1.5 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,15,31°,Mưa,TTN 20 km/h,68%,0.9 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,16,30°,Có mây,TTN 20 km/h,71%,1.1 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,17,29°,Mưa,TTN 19 km/h,81%,0.3 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,18,27°,Mưa,TTN 15 km/h,82%,0.0 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,19,27°,Có mây,TTN 13 km/h,84%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,20,27°,Có mây,TTN 13 km/h,84%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,21,27°,Có mây,TTN 13 km/h,85%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,22,27°,Có mây,TTN 13 km/h,86%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,ngày mai,23,26°,Có mây,TTN 11 km/h,88%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,00,26°,Có mây,TTN 11 km/h,90%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,01,26°,Có mây,TTN 11 km/h,90%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,02,26°,Có mây,TTN 11 km/h,92%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,03,26°,Có mây,TTN 11 km/h,93%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,04,25°,Có mây,TTN 9 km/h,98%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,05,25°,Có mây,TTN 9 km/h,95%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,06,26°,Có mây,T 9 km/h,95%,0.1 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,07,26°,Có mây,T 11 km/h,92%,0.5 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,08,27°,Mưa dông,T 13 km/h,85%,0.7 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,09,29°,Mưa dông,T 15 km/h,79%,0.9 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,10,29°,Có mây,TTN 17 km/h,74%,1.8 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,11,30°,Có mây,TTN 19 km/h,71%,2.7 (Trung bình),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,12,31°,Có mây,T 20 km/h,66%,3.1 (Trung bình),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,13,30°,Mưa,T 22 km/h,77%,2.2 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,14,29°,Mưa rào,T 22 km/h,75%,1.7 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,15,28°,Mưa,T 22 km/h,86%,0.9 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,16,29°,Có mây,T 20 km/h,74%,1.0 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,17,29°,Có mây,T 19 km/h,77%,0.5 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,18,28°,Mưa,T 15 km/h,86%,0.0 (Thấp),2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,19,27°,Có mây,T 13 km/h,86%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,20,27°,Mưa rào,T 13 km/h,86%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,21,27°,Có mây,T 13 km/h,86%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,22,27°,Có mây,T 13 km/h,88%,,2025-08-25 13:55:46.642542
ĐỒNG ĐEN,124A ĐỒNG ĐEN PHƯỜNG 14 Quận Tân Bình,10.792324,106.664003,Tân Bình,2 ngày tới,23,26°,Có mây,T 11 km/h,90%,,2025-08-25 13:55:46.642542
PHAN CHU TRINH,39-41 PHAN CHU TRINH PHƯỜNG 14 Quận Bình Thạnh,10.804464,106.701516,Bình Thạnh,hôm nay,14,30°,Mưa rào,TTN 28 km/h,76%,3.9 (Trung bình),2025-08-25 13:55:48.238782
PHAN CHU TRINH,39-41 PHAN CHU TRINH PHƯỜNG 14 Quận Bình Thạnh,10.804464,106.701516,Bình Thạnh,hôm nay,15,30°,Có mây,TTN 28 km/h,73%,2.3 (Thấp),2025-08-25 13:55:48.238782
PHAN CHU TRINH,39-41 PHAN CHU TRINH PHƯỜNG 14 Quận Bình Thạnh,10.804464,106.701516,Bình Thạnh,hôm nay,16,29°,Có mây,TTN 26 km/h,73%,0.6 (Thấp),2025-08-25 13:55:48.238782
PHAN CHU TRINH,39-41 PHAN CHU TRINH PHƯỜNG 14 Quận Bình Thạnh,10.804464,106.701516,Bình Thạnh,hôm nay,17,29°,Mưa,TTN 22 km/h,75%,0.3 (Thấp),2025-08-25 13:55:48.238782
PHAN CHU TRINH,39-41 PHAN CHU TRINH PHƯỜNG 14 Quận Bình Thạnh,10.804464,106.701516,Bình Thạnh,hôm nay,18,28°,Mưa,TN 20 km/h,80%,0.0 (Thấp),2025-08-25 13:55:48.238782
PHAN CHU TRINH,39-41 PHAN CHU TRINH PHƯỜNG 14 Quận Bình Thạnh,10.804464,106.701516,Bình Thạnh,hôm nay,19,27°,Có mây,TN 17 km/h,83%,,2025-08-25 13:55:48.238782
PHAN CHU TRINH,39-41 PHAN CHU TRINH PHƯỜNG 14 Quận Bình Thạnh,10.804464,106.701516,Bình Thạnh,hôm nay,20,27°,Có mây,TN 17 km/h,86%,,2025-08-25 13:55:48.238782
PHAN CHU TRINH,39-41 PHAN CHU TRINH PHƯỜNG 14 Quận Bình Thạnh,10.804464,106.701516,Bình Thạnh,hôm nay,21,27°,Có mây,TN 17 km/h,87%,,2025-08-25 13:55:48.238782
